,pendiente,VPL,coords,WGS84(GPS),date,time,H (%),T (C),V (m/s)
2367,20.0,0.0032549999999999996,"(780595.2591839654, 5916292.276699723)","(-71.85270172747713, -36.857660490697036)",2017-03-14,13:00,85.2472,13.9176,3.04743
2368,8.88889,0.004342,"(697958.3180278196, 5810378.713766046)","(-72.75053073072681, -37.83255667294078)",2018-03-01,23:00,51.0377,16.7511,2.2046099999999997
2369,27.7778,0.002134,"(673298.5981932073, 5911266.684771363)","(-73.05422089222208, -36.92871850203637)",2016-03-15,16:00,14.9207,17.4567,5.78092
2370,-86.6667,0.005973,"(666668.6613514782, 5740141.765015763)","(-73.08944944392692, -38.47148264228766)",2020-01-02,15:00,52.9388,16.7733,3.06108
2371,-23.333299999999994,0.0037990000000000003,"(697510.4645695107, 5813278.029452889)","(-72.75640716340044, -37.806541788313716)",2017-01-05,14:00,7.465310000000001,15.7482,10.3729
2372,16.6667,0.005429,"(738075.9165562411, 5810096.643897298)","(-72.2949953690299, -37.82551138684718)",2017-01-04,22:00,75.3725,7.081930000000001,8.564169999999999
2373,4.44444,0.0025960000000000002,"(741760.5355740055, 5777946.453672991)","(-72.2423614258954, -38.11397566642602)",2020-02-14,08:00,23.4189,11.7858,5.3842300000000005
2374,-5.555599999999998,0.005429,"(779135.6285522435, 5870302.039096185)","(-71.85197479260897, -37.27204000860541)",2016-01-07,17:00,58.7485,17.1425,6.02299
2375,17.7778,0.0032549999999999996,"(756926.6752644536, 6016849.05152646)","(-72.15114391271621, -35.95897685231705)",2018-01-16,08:00,83.1164,11.3156,4.453119999999999
2376,-62.2222,0.001325,"(680544.553464868, 5821046.491678018)","(-72.95094327369341, -37.74008002683241)",2017-01-17,23:00,29.5231,14.5348,4.658180000000001
2377,-52.2222,0.002712,"(702455.1761287072, 5794860.971825272)","(-72.69511216692219, -37.971318822561955)",2020-03-09,14:00,9.29981,17.505,1.27138
2378,2.22222,0.005429,"(669205.3239685653, 5846374.824652149)","(-73.08543109727484, -37.51407863652408)",2017-03-14,06:00,29.3378,18.3778,5.20158
2379,26.6667,0.005429,"(757567.764061597, 5903379.005255924)","(-72.10628447318126, -36.9804760803947)",2019-12-23,18:00,61.0777,17.0883,4.62961
2380,27.7778,0.002712,"(774891.9660349024, 5806112.416188679)","(-71.87571314184952, -37.851024694570526)",2018-01-25,21:00,64.8694,16.7047,4.27647
2381,13.3333,0.009777,"(681354.5835830058, 5841027.946854873)","(-72.94671879363959, -37.55993451583138)",2020-03-01,06:00,23.4777,21.7992,1.8499900000000002
2382,20.0,0.0032549999999999996,"(705458.5416217657, 5795568.24172779)","(-72.66114801895021, -37.96427479558022)",2019-01-17,10:00,20.2306,14.2755,9.48443
2383,26.6667,0.0024809999999999997,"(659575.6294966812, 5753150.285105219)","(-73.1736718651754, -38.35560392672874)",2018-01-16,09:00,79.8863,9.73306,3.23162
2384,-98.88889,0.005973,"(690624.6477975044, 5951758.471036856)","(-72.86991259399706, -36.56060123610751)",2020-01-15,14:00,11.8737,11.6037,16.1382
2385,-18.888900000000007,0.0025960000000000002,"(675800.9812996013, 5745179.021112897)","(-72.98608433940768, -38.42436021921037)",2020-01-29,08:00,52.305,6.591939999999999,9.97214
2386,44.0,0.001325,"(772609.1212897019, 5806077.112205854)","(-71.90161049715432, -37.85202769469264)",2016-03-18,09:00,5.16448,9.64834,10.6757
2387,36.6667,0.0025960000000000002,"(655075.1822454567, 5745796.173271602)","(-73.22353546436854, -38.42264032606381)",2016-02-13,15:00,86.0217,5.3666,4.1182099999999995
2388,1.11111,0.005973,"(751298.1323752434, 5794895.92020125)","(-72.13963888267132, -37.95880112864779)",2019-02-11,12:00,47.0467,8.9269,12.3768
2389,4.44444,0.0025960000000000002,"(717646.4157006742, 5904750.372182176)","(-72.5547815628566, -36.978209458527665)",2016-02-16,06:00,55.1625,17.2111,2.1994700000000003
2390,8.88889,0.005429,"(766633.3908357812, 5828284.943473386)","(-71.97759008784854, -37.65390913060888)",2019-03-02,20:00,29.5435,15.745,0.435993
2391,4.44444,0.005429,"(711346.2972939156, 5848482.651893968)","(-72.609551101201, -37.48640769201595)",2018-03-19,22:00,49.8046,10.8764,3.1110900000000004
2392,4.44444,0.002712,"(731034.2219266895, 6030241.021708698)","(-72.44186006717014, -35.844825488024895)",2016-02-07,20:00,41.3578,15.8168,1.82928
2393,-36.6667,0.004342,"(671457.6801374832, 5840091.364184429)","(-73.0584910237081, -37.5702668920511)",2020-03-16,17:00,50.0523,12.279000000000002,4.600709999999999
2394,-52.2222,0.009777,"(702021.0684500107, 5847110.317043646)","(-72.71456947885748, -37.500854218307275)",2015-12-23,21:00,70.8469,7.926419999999999,5.27116
2395,48.8889,0.002134,"(773777.8973322934, 6061241.3570281165)","(-71.97967815491621, -35.554703354299754)",2020-02-05,10:00,49.0933,11.5668,1.8572099999999998
2396,4.44444,0.005429,"(717324.626882799, 5807379.279586112)","(-72.52974289543862, -37.85515850015218)",2017-03-16,18:00,14.5481,19.9232,0.9063
2397,-97.77778,0.001556,"(793427.422063955, 5882365.814822161)","(-71.6957777169341, -37.1590838164688)",2018-01-15,22:00,97.4444,10.5812,4.74106
2398,4.44444,0.0016719999999999999,"(763630.9969164245, 5851765.590700375)","(-72.02001488836468, -37.44341871650745)",2020-02-13,11:00,15.6976,10.5924,7.8723600000000005
2399,-54.4444,0.005973,"(741673.0005920288, 6050535.628246732)","(-72.33029009457964, -35.65947785191575)",2017-02-03,18:00,46.1465,10.3983,0.927373
2400,21.1111,0.0016719999999999999,"(687009.1590798836, 5771270.568899335)","(-72.86467109445894, -38.18709986530931)",2020-02-06,16:00,65.5477,7.68716,0.94775
2401,-1.1110999999999933,0.006516,"(651051.86507045, 5768350.679828457)","(-73.27442943751272, -38.22015214348414)",2018-03-04,15:00,74.038,9.27432,4.36333
2402,-5.555599999999998,0.013174000000000002,"(755189.2325072008, 5802670.6200593235)","(-72.0981547163987, -37.8877330130297)",2016-01-08,17:00,89.9403,10.9904,6.12438
2403,-13.333299999999994,0.009777,"(734884.0774585584, 5805001.925134391)","(-72.32956945979942, -37.87220784916499)",2017-01-01,15:00,33.0884,12.0783,1.66308
2404,56.6667,0.001325,"(762243.9665062105, 5785356.370912042)","(-72.01171693020142, -38.04156921477301)",2018-03-10,18:00,54.3477,6.97915,3.05689
2405,-8.888900000000007,0.0024809999999999997,"(736988.7282749349, 5908961.608055981)","(-72.3389994187571, -36.93561545411297)",2017-01-09,13:00,80.9308,6.4737800000000005,4.107480000000001
2406,13.3333,0.009777,"(643392.8532538912, 5801249.514759284)","(-73.36848863158343, -37.925016354419164)",2016-12-29,14:00,59.5894,17.401,0.614671
2407,25.5556,0.0025960000000000002,"(759009.7540584848, 5793824.289479283)","(-72.0515819773342, -37.966280848993094)",2016-12-22,19:00,64.757,9.24722,7.73267
2408,0.0,0.005973,"(732781.6233351367, 5888283.871757123)","(-72.37980047623859, -37.122866278554646)",2018-03-10,20:00,58.6653,7.89053,6.06114
2409,-33.333299999999994,0.0024809999999999997,"(668012.371645868, 5761455.434344938)","(-73.07913858746633, -38.27925329462507)",2019-02-26,08:00,27.0217,14.258,10.8931
2410,15.5556,0.001325,"(776519.3974597664, 5790023.67159801)","(-71.85106789431165, -37.99532176339673)",2017-01-25,14:00,23.980999999999998,20.6867,6.884469999999999
2411,-26.666700000000006,0.013174000000000002,"(678000.4543638917, 5757345.768887043)","(-72.96397645463058, -38.31434332805064)",2018-02-27,08:00,78.9818,13.1793,2.7473
2412,1.11111,0.0016719999999999999,"(791699.239548529, 5927083.505464082)","(-71.73246848304605, -36.75717787863509)",2019-02-24,20:00,36.8438,13.9494,4.949319999999999
2413,36.6667,0.013174000000000002,"(704998.4915496322, 5653438.61852325)","(-72.62453752960184, -39.24416252292892)",2020-01-21,22:00,20.5799,22.5331,9.02407
2414,17.7778,0.006516,"(765845.4755028131, 5796691.957385393)","(-71.97492624555991, -37.93849553920586)",2016-01-10,11:00,77.0304,12.1313,5.44474
2415,-51.1111,0.001325,"(687310.6829715696, 5647872.608824978)","(-72.82780696608575, -39.29828068558737)",2016-03-06,06:00,35.4278,16.2887,2.03315
2416,8.88889,0.005429,"(696999.6383714284, 5466779.187315797)","(-72.66029229024785, -40.926384173572195)",2018-02-03,11:00,38.9223,15.5246,8.26256
2417,58.8889,0.001556,"(792497.4515381497, 5880686.262852923)","(-71.70557738298868, -37.17448990119058)",2020-01-22,21:00,64.7081,22.4501,3.8065
2418,11.1111,0.005429,"(684298.7382548834, 5477128.175575314)","(-72.81409723157314, -40.8361856134605)",2018-02-08,07:00,97.8338,8.12759,6.723380000000001
2419,-16.666700000000006,0.0025960000000000002,"(710559.7393583311, 5792158.349400824)","(-72.60212495396567, -37.99381242695627)",2018-01-09,06:00,89.8124,13.6405,2.96001
2420,-18.888900000000007,0.005973,"(741494.5893435505, 5795753.031675861)","(-72.25139332028265, -37.95374433905078)",2017-12-31,09:00,8.16651,12.8197,6.183730000000001
2421,-91.11111,0.005973,"(658866.1160951442, 5819203.128717046)","(-73.19645598263753, -37.760706421820785)",2017-03-14,13:00,13.1725,16.2877,9.31719
2422,-8.888900000000007,0.009777,"(766847.934759346, 5790205.482417984)","(-71.96112635122311, -37.996581753774585)",2020-03-16,21:00,61.4042,12.2074,5.71319
2423,-5.555599999999998,0.0024809999999999997,"(716752.1006609012, 5882741.094595738)","(-72.55846948959162, -37.1766342867738)",2018-12-25,11:00,11.4265,17.744,6.146730000000001
2424,8.88889,0.005429,"(699411.0712542954, 5463899.168023254)","(-72.63074903321791, -40.951721635579126)",2019-02-03,09:00,29.4896,20.279,18.1137
2425,4.44444,0.0024809999999999997,"(753811.0000692138, 5909675.020448109)","(-72.15055712492345, -36.924812007794934)",2016-02-21,15:00,15.8112,20.0875,4.83853
2426,4.44444,0.005973,"(748535.3539600548, 6021584.702188464)","(-72.24557157786843, -35.91850165730571)",2016-01-25,13:00,51.5234,11.5546,2.69924
2427,4.44444,0.0025960000000000002,"(714240.1615900566, 5904340.131593967)","(-72.59290279763235, -36.98268613073371)",2018-02-26,12:00,34.9872,16.0297,5.06321
2428,34.4444,0.009777,"(782664.9889265605, 5821197.307532751)","(-71.79337066147765, -37.712898840598164)",2020-03-20,06:00,5.97154,17.8131,0.9178370000000001
2429,-5.555599999999998,0.004342,"(708055.9094259787, 5835154.879941483)","(-72.64295986897253, -37.60718405948403)",2017-01-09,10:00,81.3091,6.00039,8.42838
2430,13.3333,0.013174000000000002,"(699278.8614778857, 5782045.653990949)","(-72.72768311538856, -38.08743333395854)",2016-03-11,12:00,29.3517,16.8029,10.5812
2431,-11.111099999999993,0.0016719999999999999,"(667593.9931661383, 5735562.475912577)","(-73.07775175019188, -38.51255513464142)",2018-03-16,17:00,94.061,9.51357,22.9152
2432,52.2222,0.0032549999999999996,"(651992.2520491356, 5751048.2179515455)","(-73.2599715367414, -38.37585925349993)",2020-02-11,21:00,46.2695,15.6571,6.1244
2433,32.2222,0.0024809999999999997,"(650568.8398138387, 5746623.894688507)","(-73.27531325902687, -38.41595513405759)",2016-12-24,18:00,82.3744,7.21353,9.089189999999999
2434,0.0,0.002712,"(764611.1456947147, 5851398.441826817)","(-72.00881775825901, -37.44644382418577)",2018-03-08,16:00,80.6599,14.0871,5.38715
2435,18.8889,0.0024809999999999997,"(762784.584412833, 5821007.466803299)","(-72.01854004402963, -37.72052421465499)",2019-01-31,10:00,11.5741,16.9015,4.60024
2436,12.2222,0.005429,"(776972.886295093, 5831317.719751243)","(-71.8616949963228, -37.62355467481043)",2020-01-01,07:00,36.9901,20.6425,1.9418
2437,0.0,0.013174000000000002,"(656153.4106180031, 5761121.361192833)","(-73.21458351885511, -38.284403767563795)",2018-03-10,08:00,66.8172,3.04995,6.754289999999999
2438,-18.888900000000007,0.002712,"(670607.8004200963, 5744841.744017412)","(-73.04546119526292, -38.428405169992494)",2020-02-17,21:00,74.5014,7.893210000000001,4.9661
2439,28.8889,0.001325,"(788135.4077960968, 5835479.916826972)","(-71.73703809578691, -37.582669603580335)",2016-01-28,21:00,68.6659,14.7934,3.4546099999999997
2440,36.6667,0.001325,"(773419.6159844786, 5791545.52100739)","(-71.8868985160258, -37.982565235380704)",2018-02-01,20:00,34.3595,25.1188,7.7579
2441,4.44444,0.0024809999999999997,"(753963.2759312721, 5902001.508013482)","(-72.14627045638355, -36.99385787375574)",2017-12-22,08:00,21.4686,11.703,5.39574
2442,4.44444,0.010235,"(740360.7407754278, 5822838.674856421)","(-72.27328082872782, -37.710195892769306)",2017-01-17,16:00,46.1926,12.880999999999998,6.4747
2443,8.88889,0.0016719999999999999,"(763441.8019363697, 6068668.807145537)","(-72.0959849299599, -35.490620597320564)",2017-02-15,13:00,62.1823,16.465,4.7333300000000005
2444,17.7778,0.002712,"(814824.269947876, 6011546.323874304)","(-71.50803188221064, -35.98975346634882)",2017-12-31,11:00,72.0308,13.8017,0.78125
2445,-24.4444,0.0016719999999999999,"(662671.5601658645, 5799575.151022933)","(-73.14885798496226, -37.93685469586685)",2019-02-24,12:00,24.6406,8.26797,9.59491
2446,0.0,0.0032549999999999996,"(734727.4033771127, 5902922.910011917)","(-72.362489518712, -36.99055942806054)",2020-02-05,19:00,41.6893,10.913,3.66479
2447,-26.666700000000006,0.009777,"(698476.459454691, 5842903.8145928485)","(-72.75350441803391, -37.53950973729471)",2016-03-11,15:00,19.9814,18.5463,4.73075
2448,22.2222,0.013174000000000002,"(697934.1839277085, 5892417.378784897)","(-72.77284177338562, -37.09365373496712)",2018-03-08,15:00,56.6637,14.2926,2.86652
2449,5.55556,0.004342,"(648134.6243566934, 5779040.6115144985)","(-73.30996752550489, -38.124334858678296)",2020-02-17,18:00,74.0018,7.50771,3.38861
2450,11.1111,0.006516,"(687101.9811942735, 5892644.01290578)","(-72.89470524908683, -37.09383828573609)",2016-02-04,23:00,53.598,14.1635,2.66697
2451,28.8889,0.0032549999999999996,"(800971.2009300645, 6083354.184733728)","(-71.68828460082696, -35.347768049568444)",2016-01-20,21:00,56.1507,19.9872,2.45655
2452,0.0,0.001325,"(775103.7734124471, 5793032.806502271)","(-71.8683186520063, -37.96867162420209)",2017-01-25,17:00,36.6751,21.9044,7.88727
2453,4.44444,0.005429,"(713014.5242054579, 5809009.047649542)","(-72.57917393223708, -37.84149966923212)",2016-02-17,11:00,61.0765,10.0641,3.70073
2454,4.44444,0.004342,"(686473.7522503998, 5770278.562931543)","(-72.87052038584477, -38.196145230183106)",2019-01-05,21:00,48.0871,15.7628,2.59512
2455,0.0,0.005973,"(762130.620549399, 5803740.166219112)","(-72.0197070356317, -37.87613474439176)",2019-02-12,07:00,18.2452,18.1417,14.7577
2456,-3.333299999999994,0.005429,"(690424.8500053849, 5804558.526826125)","(-72.83454504991848, -37.88658078669161)",2017-01-13,05:00,33.279,13.1789,5.06195
2457,0.0,0.006516,"(667203.8637596034, 5908817.632018804)","(-73.12207635487503, -36.95188478110637)",2020-02-21,13:00,37.7758,19.5712,3.20483
2458,-55.5556,0.013174000000000002,"(702758.5908507849, 5878406.750803101)","(-72.71479935613188, -37.2188160014433)",2016-12-24,15:00,72.5826,6.95718,4.55439
2459,11.1111,0.001325,"(737720.435594782, 6066197.852575689)","(-72.3785178709197, -35.51936676110569)",2018-01-16,17:00,65.3305,12.0426,2.54091
2460,22.2222,0.0032549999999999996,"(695562.6375551248, 5896928.611938299)","(-72.80068282754237, -37.05351616197508)",2017-12-30,13:00,93.0375,11.4267,2.96716
2461,30.0,0.0024809999999999997,"(692601.2995385808, 5654989.839580147)","(-72.7685301365654, -39.23303592077438)",2016-12-23,06:00,82.4783,5.359030000000001,3.76286
2462,-5.555599999999998,0.013174000000000002,"(731506.6416974993, 5858292.4514603615)","(-72.38481196264816, -37.393244940599075)",2019-02-24,23:00,37.0856,10.8642,6.63155
2463,-51.1111,0.0016719999999999999,"(657601.6744168726, 5731072.076877552)","(-73.19129304404079, -38.554827675421535)",2017-02-05,18:00,63.3582,11.1828,3.0274799999999997
2464,43.3333,0.0032549999999999996,"(718907.2748096688, 5569291.316323011)","(-72.43569009541041, -39.99821269739576)",2018-02-17,09:00,32.3595,16.3529,2.71999
2465,-56.6667,0.002134,"(642808.4951780667, 5756686.19505475)","(-73.36620949834938, -38.326581656476876)",2017-03-11,06:00,69.4758,4.8605,7.26185
2466,32.2222,0.0016719999999999999,"(672246.708240288, 5761466.886329691)","(-73.03075691165918, -38.27834774804987)",2020-01-09,05:00,82.565,4.01504,8.19309
2467,40.0,0.0025960000000000002,"(747677.1545366863, 6097154.754776584)","(-72.27821481990563, -35.238113663636234)",2016-02-21,15:00,24.9343,19.9184,5.16196
2468,5.55556,0.001325,"(744821.7287603555, 5683767.778927071)","(-72.17448774829845, -38.960873949198046)",2020-01-16,05:00,26.0914,10.414000000000001,8.29575
2469,0.0,0.0024809999999999997,"(719785.5306540425, 5803906.932188431)","(-72.50073830823693, -37.885835301309264)",2019-01-18,16:00,9.529689999999999,20.9145,5.41314
2470,-10.0,0.0037990000000000003,"(755375.919141805, 5841662.371958825)","(-72.10971165474538, -37.53668506151152)",2016-03-14,09:00,34.8458,16.4945,1.6701099999999998
2471,0.0,0.0025960000000000002,"(660248.2217972527, 5726503.43192875)","(-73.1598846470316, -38.5955059735753)",2015-12-23,18:00,79.0768,3.05654,4.3158
2472,-10.0,0.0016719999999999999,"(699669.8948736247, 5465266.313271266)","(-72.62811696521388, -40.93935330955236)",2017-02-01,23:00,27.6082,13.0304,2.82579
2473,-7.777799999999999,0.005973,"(746569.4722665648, 5714804.2493203385)","(-72.1654452060113, -38.68103909611642)",2020-01-24,14:00,14.3255,14.9579,7.03786
2474,-5.555599999999998,0.002134,"(726577.2139971921, 5758269.158508118)","(-72.40910559149016, -38.295074041600245)",2018-01-20,23:00,87.3042,16.0719,0.217662
2475,44.4444,0.013174000000000002,"(656970.0405243717, 5809382.558822615)","(-73.21584391778299, -37.84950560603296)",2017-12-23,10:00,3.84977,9.21597,12.6778
2476,-51.1111,0.013174000000000002,"(694104.6666603741, 5825699.249889653)","(-72.79838709962108, -37.69539913551721)",2017-03-05,16:00,23.7314,12.4042,6.8506
2477,53.3333,0.0025960000000000002,"(668257.9861409372, 5656040.406553969)","(-73.0506688570437, -39.22863602369894)",2019-01-04,09:00,22.0305,16.5915,19.1855
2478,-15.555599999999998,0.0025960000000000002,"(708360.7735330208, 5836943.249555677)","(-72.64001783909904, -37.59100925912458)",2015-12-31,13:00,50.3761,15.2895,3.4384699999999997
2479,-10.0,0.0016719999999999999,"(727554.057879412, 5803409.846019644)","(-72.41232426031334, -37.88840297339229)",2018-12-29,05:00,61.7382,9.77261,4.28664
2480,11.1111,0.0016719999999999999,"(696052.6144782797, 5831306.530785178)","(-72.7778150180461, -37.644482073167715)",2017-02-26,18:00,79.7082,17.5343,2.67845
2481,4.44444,0.0024809999999999997,"(727828.1922165549, 5820108.254282306)","(-72.41446202254987, -37.73798248002121)",2017-01-20,18:00,28.0719,19.0331,7.27642
2482,4.44444,0.005973,"(731335.5838852088, 5795269.436213862)","(-72.36674912711187, -37.960742183246246)",2017-12-27,19:00,40.5288,14.392000000000001,3.4126800000000004
2483,4.44444,0.0037990000000000003,"(749642.9140363104, 5765781.87805325)","(-72.14828582614376, -38.22133083234641)",2017-01-16,18:00,67.5476,13.9708,5.3434
2484,2.22222,0.0037990000000000003,"(756447.4006725929, 5821230.782962363)","(-72.09043200641386, -37.72030980976285)",2019-01-06,06:00,60.2663,14.2519,2.75353
2485,0.0,0.0025960000000000002,"(736102.1473983512, 5904360.795847033)","(-72.34750710813907, -36.977267475912164)",2016-02-15,14:00,20.6942,20.6366,3.4556
2486,4.44444,0.001325,"(660951.4008496826, 5768201.928501332)","(-73.16135854264391, -38.219775511404315)",2018-01-11,14:00,12.1519,18.3175,0.7985300000000001
2487,-75.5556,0.0024809999999999997,"(666841.4452912792, 5741929.703508449)","(-73.08789520231072, -38.45534608947936)",2016-01-08,22:00,87.2359,10.9826,1.2785799999999998
2488,-15.555599999999998,0.001325,"(773863.4420841942, 5778847.593935836)","(-71.87699797459418, -38.09670567098131)",2016-12-29,19:00,73.3857,18.3522,5.81605
2489,11.1111,0.001325,"(768415.0322070062, 5808002.157663126)","(-71.9499309287743, -37.83594580974252)",2019-01-22,10:00,5.9863599999999995,13.6732,4.39449
2490,4.44444,0.016027,"(743854.1871358631, 5796758.119037242)","(-72.22490669561735, -37.94406588072195)",2019-02-27,07:00,18.7233,17.0705,6.594939999999999
2491,6.66667,0.0037990000000000003,"(851249.8031731537, 6089330.935819201)","(-71.13864863082048, -35.27758830526685)",2016-02-15,17:00,35.1895,20.9408,1.58584
2492,13.3333,0.0032549999999999996,"(771724.5486605654, 5843106.329612469)","(-71.92545214267355, -37.519017044829695)",2018-03-11,13:00,50.6822,9.90151,4.454
2493,4.44444,0.005429,"(698216.798285322, 5467344.4030220425)","(-72.64602865854226, -40.92100267750831)",2017-01-09,07:00,88.6288,4.1686,7.7408600000000005
2494,8.88889,0.0037990000000000003,"(669545.1413225466, 5694522.287871508)","(-73.04534630762396, -38.88181812689805)",2016-02-23,10:00,50.8444,14.6398,1.9713599999999998
2495,0.0,0.013174000000000002,"(704580.705220302, 5793139.1148934895)","(-72.67044165216001, -37.986348432299735)",2019-01-11,21:00,47.6805,13.3751,3.85101
2496,22.2222,0.009777,"(698910.1134933931, 5840358.1135930335)","(-72.74790935018531, -37.56234441463072)",2020-03-07,08:00,79.5562,13.7628,3.7083
2497,-10.0,0.009777,"(697909.7180399194, 5843285.061704634)","(-72.7600174673236, -37.536197793496065)",2016-01-15,11:00,73.8948,11.1657,4.59114
2498,-7.777799999999999,0.002134,"(703442.2893065247, 5897005.090592398)","(-72.71215123836554, -37.051151804131564)",2020-02-09,07:00,43.0311,20.3383,2.70445
2499,-8.888900000000007,0.0032549999999999996,"(685905.5186624773, 5643455.390093303)","(-72.84286966819171, -39.33835820432441)",2017-01-28,18:00,25.8303,16.9022,3.7611800000000004
2500,0.0,0.0016719999999999999,"(666536.9295471843, 5751450.408860976)","(-73.09363869062598, -38.36964753028162)",2017-02-07,23:00,48.9432,12.4386,1.03845
2501,8.88889,0.009777,"(738513.5849101219, 5885037.7702860655)","(-72.3143113736785, -37.1506520706212)",2016-03-01,22:00,13.2861,21.8749,3.35497
2502,-20.0,0.0037990000000000003,"(672504.6813035662, 5909901.4857630925)","(-73.0628188878945, -36.94116374177931)",2020-01-30,06:00,20.3421,15.2765,4.4057
2503,-65.5556,0.001325,"(738764.0832881043, 6059346.741506432)","(-72.36500012405176, -35.580824569393066)",2017-01-27,12:00,50.1414,21.279,8.149460000000001
2504,8.88889,0.0016719999999999999,"(745107.0960915769, 5802280.714172601)","(-72.21254238702024, -37.894012639272624)",2018-01-22,07:00,98.1277,12.4779,1.9951299999999998
2505,4.44444,0.0025960000000000002,"(633938.1149849143, 5722559.322549792)","(-73.46113105739909, -38.63539733535632)",2019-03-04,13:00,94.4971,4.25967,6.92789
2506,11.1111,0.005429,"(772535.320555196, 5809435.452764964)","(-71.90371301121901, -37.82182484636714)",2016-02-19,16:00,13.757,14.9772,2.3456
2507,-5.555599999999998,0.009777,"(735389.1250271852, 5811368.9452035995)","(-72.32590539308079, -37.81475336593486)",2017-01-09,17:00,80.0647,7.60952,3.8314800000000004
2508,-4.444400000000002,0.002712,"(719116.3707282317, 5880741.987154988)","(-72.5312741050471, -37.194086173592446)",2018-02-26,12:00,35.4618,16.0006,4.75747
2509,32.2222,0.0025960000000000002,"(652209.886651262, 5804915.07519093)","(-73.26898417937606, -37.89056027945008)",2016-03-05,15:00,25.5924,19.3393,1.85438
2510,41.1111,0.0016719999999999999,"(695260.5569688303, 5653992.495459372)","(-72.73745384085922, -39.24142177623782)",2017-02-13,20:00,32.1999,21.0268,5.14572
2511,-3.333299999999994,0.013174000000000002,"(710480.41463069, 5861218.765651204)","(-72.6229685298572, -37.371904132087536)",2015-12-27,05:00,39.0939,16.6015,2.42928
2512,-36.6667,0.004342,"(666880.9943241691, 5738606.138799145)","(-73.08665097658907, -38.48527450784968)",2016-12-21,14:00,86.2427,3.74966,4.33551
2513,-24.4444,0.0037990000000000003,"(759196.2318582978, 5800454.890893271)","(-72.05184870873315, -37.906545414724945)",2019-02-21,17:00,93.5342,13.008,6.68382
2514,-5.555599999999998,0.006516,"(756496.6692689457, 5960537.536905269)","(-72.13748243553405, -36.46614213610876)",2020-01-22,19:00,72.8511,18.9125,0.994965
2515,6.66667,0.006516,"(742902.5831033094, 5797420.864408693)","(-72.23594810184191, -37.93835436960415)",2016-03-12,10:00,43.4265,18.9914,4.85681
2516,25.5556,0.0024809999999999997,"(783312.3773637987, 5851942.277449511)","(-71.79791864744159, -37.436012956340385)",2020-01-22,20:00,66.8374,21.8041,3.44865
2517,0.0,0.005429,"(699426.5035018846, 5840272.100544988)","(-72.74204346580593, -37.5630074476623)",2017-03-16,19:00,19.0266,19.0165,1.2841200000000002
2518,-1.1110999999999933,0.0024809999999999997,"(698078.5825141321, 5884756.056105691)","(-72.76919256604123, -37.16263174134545)",2015-12-21,07:00,45.5145,8.000630000000001,2.59409
2519,-2.222200000000001,0.013174000000000002,"(724377.5455009091, 6066492.598159982)","(-72.52561298384424, -35.51981906619493)",2019-12-25,10:00,15.7395,11.0517,9.05866
2520,-5.555599999999998,0.0024809999999999997,"(776440.5779916886, 5834765.612550008)","(-71.86902050940328, -37.592683821362336)",2020-01-17,13:00,15.0164,22.1305,1.7251599999999998
2521,57.7778,0.0032549999999999996,"(690727.5811267669, 5821610.776959707)","(-72.83559463639256, -37.73293238081676)",2016-02-24,08:00,14.8843,15.81,6.21672
2522,-20.0,0.006516,"(783630.6351963273, 6081902.464635476)","(-71.8783265742062, -35.36591443238174)",2018-02-24,08:00,81.827,14.7987,0.615202
2523,12.2222,0.005973,"(676703.581173414, 5832428.74725061)","(-72.99727115167788, -37.63830000384512)",2017-12-30,11:00,87.5226,11.0836,3.8193900000000003
2524,0.0,0.0037990000000000003,"(749089.7868149336, 5798609.0835200865)","(-72.16603157506145, -37.925983747767376)",2020-03-19,11:00,18.6475,14.2404,1.5179799999999999
2525,34.4444,0.001325,"(775445.9243051917, 5791607.903215543)","(-71.86388299714355, -37.9813911974648)",2019-01-13,16:00,46.1786,15.1596,0.719784
2526,-7.777799999999999,0.0025960000000000002,"(783707.1646531197, 5833916.628016365)","(-71.78650701938875, -37.59811316499232)",2018-02-20,14:00,96.1403,9.32388,4.10916
2527,-12.2222,0.001325,"(764152.6552229455, 5778386.751456194)","(-71.98742075619741, -38.10374331611659)",2019-03-08,16:00,38.413000000000004,13.5822,18.4727
2528,32.2222,0.009777,"(781509.8149028103, 5884312.35028634)","(-71.83052014425024, -37.14522876716932)",2016-02-28,21:00,38.3796,16.9154,0.9519639999999999
2529,7.77778,0.00869,"(662538.7966931659, 5720058.179751298)","(-73.13208915710142, -38.65314282695304)",2020-02-15,18:00,45.0046,13.1779,4.70899
2530,-15.555599999999998,0.005973,"(652031.5319894312, 5727182.639550302)","(-73.25434260978724, -38.59083311921307)",2016-01-11,16:00,82.4822,11.9813,2.6036799999999998
2531,30.0,0.001325,"(789207.0818885, 5879451.191572129)","(-71.74210432089993, -37.18662913540102)",2016-01-10,12:00,54.7237,14.0424,3.84871
2532,-23.333299999999994,0.001325,"(787626.8833660906, 5878521.604153694)","(-71.75952123879685, -37.195483075897904)",2017-01-30,21:00,52.1938,17.3417,4.142119999999999
2533,-5.555599999999998,0.013174000000000002,"(760243.0024027082, 5904585.509479061)","(-72.07668001813319, -36.96887814003241)",2020-03-16,07:00,14.8033,17.1537,0.8946860000000001
